date,open,high,low,close,volume
2022-01-27,172.28,172.77,165.84,167.61,285800024.66
2022-01-28,168.12,170.67,159.72,161.52,290691076.58
2022-01-29,162.32,163.73,154.6,155.1,142586331.49
2022-01-30,154.53,162.82,152.7,157.99,156771286.88
2022-01-31,155.84,160.0,153.84,156.51,115032885.72
2022-02-01,157.25,160.13,152.43,153.16,115534774.98
2022-02-02,151.97,156.34,147.75,154.07,104718477.91
2022-02-03,155.41,159.35,150.74,153.28,145372969.73
2022-02-04,153.34,165.14,151.13,163.94,522997945.97
2022-02-05,165.3,173.05,163.66,168.7,97676804.36
2022-02-06,167.51,168.59,164.25,168.59,164796785.84
2022-02-07,168.25,176.29,167.46,175.19,143094280.34
2022-02-08,175.09,175.85,170.78,174.05,102523691.7
2022-02-09,174.69,177.46,166.31,169.51,132345786.14
2022-02-10,169.42,179.2,168.45,176.91,248018828.04
2022-02-11,176.51,179.68,170.97,176.33,138712651.89
2022-02-12,176.14,178.7,167.63,168.88,394334488.36
2022-02-13,170.15,171.71,163.73,167.12,251073652.83
2022-02-14,167.36,169.65,162.8,162.84,185830741.47
2022-02-15,162.38,165.23,156.5,157.67,284186896.87
2022-02-16,156.83,163.65,156.67,163.07,169552718.88
2022-02-17,162.43,172.45,160.17,170.87,254472957.9
2022-02-18,170.86,173.07,161.59,162.31,440457355.03
2022-02-19,163.05,165.02,162.23,164.2,102347364.88
2022-02-20,163.88,165.91,159.96,160.35,104560075.94
2022-02-21,160.58,161.86,152.64,158.13,164976177.96
2022-02-22,157.97,160.28,155.93,155.96,149545275.54
2022-02-23,156.13,161.59,147.89,153.19,227481577.92
2022-02-24,152.7,156.41,150.28,154.55,128744528.0
2022-02-25,153.86,154.62,148.62,151.91,98604152.84
2022-02-26,153.0,156.82,150.59,154.05,81287175.86
2022-02-27,154.06,154.53,152.24,154.1,90001396.05
2022-02-28,154.0,154.11,152.75,153.19,105315271.96
2022-03-01,153.51,154.43,144.85,149.81,90691403.62
2022-03-02,150.8,153.06,144.36,148.5,84001762.88
2022-03-03,148.08,155.14,145.37,152.37,287504926.71
2022-03-04,151.42,157.23,149.57,153.93,104497499.51
2022-03-05,153.08,157.07,147.31,149.19,96844956.16
2022-03-06,148.61,151.73,146.72,149.72,116500544.45
2022-03-07,148.96,155.59,148.15,152.35,178566474.32
2022-03-08,152.1,155.96,144.8,144.94,265441266.16
2022-03-09,145.52,147.93,143.32,147.72,88663136.66
2022-03-10,147.33,150.84,145.02,145.05,120219350.17
2022-03-11,144.85,148.32,142.3,147.47,84845551.16
2022-03-12,147.96,151.42,138.49,144.09,163945229.81
2022-03-13,143.51,144.35,137.22,137.93,278216516.65
2022-03-14,138.84,139.97,131.0,134.17,222139747.46
2022-03-15,133.73,141.01,133.51,137.03,111490098.64
2022-03-16,137.54,146.47,135.79,142.67,154016900.38
2022-03-17,142.08,146.07,139.01,143.28,85184530.69
2022-03-18,144.36,155.26,142.19,150.11,230474391.72
2022-03-19,150.41,152.57,142.43,147.16,203415121.03
2022-03-20,147.74,156.13,145.72,151.81,111352555.22
2022-03-21,152.28,155.04,149.69,151.53,145727127.32
2022-03-22,150.67,157.22,148.51,154.25,132365307.03
2022-03-23,154.63,162.59,152.8,159.75,159279063.23
2022-03-24,159.04,167.2,155.32,160.85,170625804.49
2022-03-25,158.77,166.05,158.31,164.39,163003730.97
2022-03-26,165.01,175.89,163.57,173.7,191121548.0
2022-03-27,172.67,178.26,167.97,174.4,173075156.64
2022-03-28,172.78,187.33,172.23,182.1,415292855.2
2022-03-29,182.89,183.98,176.88,179.6,185278728.04
2022-03-30,180.65,188.05,176.3,186.35,127530608.65
2022-03-31,186.27,203.01,184.9,196.63,281846014.44
2022-04-01,196.94,199.25,181.24,181.95,297977492.16
2022-04-02,183.63,184.57,177.78,179.41,256796685.67
2022-04-03,179.94,188.18,173.96,183.56,179219768.7
2022-04-04,183.48,183.7,179.6,182.62,72062340.57
2022-04-05,184.89,187.55,183.55,184.29,96916401.04
2022-04-06,185.44,191.32,176.3,180.7,284234436.41
2022-04-07,179.55,185.61,175.28,181.04,142852253.55
2022-04-08,181.38,184.21,178.1,179.89,132481635.39
2022-04-09,179.42,185.13,177.73,184.8,244592747.83
2022-04-10,185.27,186.7,180.88,183.77,109563478.35
2022-04-11,183.77,186.35,177.33,183.13,59690803.87
2022-04-12,183.88,185.64,174.18,179.0,104392535.77
2022-04-13,178.9,179.38,170.15,175.54,175344678.27
2022-04-14,177.03,178.4,170.31,173.11,172736347.54
2022-04-15,172.49,176.25,170.17,174.72,82798158.36
2022-04-16,174.19,174.85,169.9,170.1,105795385.2
2022-04-17,171.1,172.87,166.21,169.07,77917803.75
2022-04-18,168.89,178.03,166.04,175.15,197279688.15
2022-04-19,174.91,175.33,170.09,173.34,194723703.08
2022-04-20,172.64,178.97,161.77,166.17,299226081.24
2022-04-21,165.57,168.66,162.59,166.77,98183786.78
2022-04-22,168.56,172.18,159.56,159.79,307168122.86
2022-04-23,160.53,162.09,145.98,148.13,440773601.18
2022-04-24,149.76,152.11,142.97,143.42,107138334.46
2022-04-25,144.41,144.88,132.44,136.54,355164593.85
2022-04-26,135.42,136.89,132.86,136.33,120314358.92
2022-04-27,136.56,140.11,134.24,136.76,50209106.44
2022-04-28,137.34,142.84,134.2,142.15,222495872.63
2022-04-29,141.5,145.25,138.14,140.49,70078249.95
2022-04-30,140.08,140.27,135.26,136.76,143292249.51
2022-05-01,136.56,139.13,135.43,137.08,91997936.76
2022-05-02,136.83,136.9,125.73,126.61,417492860.8
2022-05-03,126.66,131.49,124.62,126.68,100282551.06
2022-05-04,126.14,130.06,124.31,127.79,164062342.28
2022-05-05,128.15,129.32,119.51,120.93,305022874.05
2022-05-06,120.83,127.97,119.87,123.61,185024357.68
2022-05-07,123.51,124.8,121.02,122.4,151578286.43
2022-05-08,122.02,124.94,114.72,118.69,139543930.67
2022-05-09,119.32,120.15,114.26,118.65,66094875.77
2022-05-10,118.54,125.26,117.34,122.95,202538626.74
2022-05-11,122.44,122.6,100.11,100.97,694437888.43
2022-05-12,101.35,102.06,82.64,83.44,400613150.39
2022-05-13,84.15,85.49,79.91,82.16,134455829.5
2022-05-14,82.57,82.59,78.67,80.69,168332001.44
2022-05-15,80.75,83.99,79.94,83.31,235554920.94
2022-05-16,83.29,85.38,79.02,81.88,172557891.09
2022-05-17,80.92,85.78,78.92,83.01,87911046.01
2022-05-18,82.8,84.84,82.52,82.88,81950258.66
2022-05-19,82.78,87.34,81.22,85.02,85359841.3
2022-05-20,85.15,88.8,83.82,86.45,116392689.25
2022-05-21,86.04,89.82,84.74,89.25,234206092.94
2022-05-22,88.98,89.68,87.52,88.03,89500074.74
2022-05-23,87.45,92.0,85.35,87.94,110973420.08
2022-05-24,87.91,88.14,86.1,86.55,149060679.24
2022-05-25,86.51,88.45,85.46,86.97,47894810.66
2022-05-26,86.48,89.34,83.34,89.3,236305779.3
2022-05-27,88.54,93.28,85.79,92.08,265250902.76
2022-05-28,93.29,94.96,87.91,90.44,248099350.83
2022-05-29,89.65,96.9,89.16,93.64,218998901.6
2022-05-30,93.46,98.14,92.35,97.37,292773652.8
2022-05-31,96.98,98.3,96.12,97.99,107017861.56
2022-06-01,98.07,103.1,97.86,102.36,161386568.02
2022-06-02,102.28,105.15,90.6,95.17,151382250.11
2022-06-03,95.38,99.34,88.17,88.55,202505468.18
2022-06-04,88.41,89.53,80.36,82.31,354833962.39
2022-06-05,82.32,87.8,81.25,84.09,143277100.08
2022-06-06,83.59,86.6,80.17,82.8,103546459.1
2022-06-07,82.66,83.38,78.0,79.72,221754681.59
2022-06-08,80.23,80.72,76.47,77.56,151034011.86
2022-06-09,77.33,79.23,71.6,72.78,339673347.1
2022-06-10,73.17,76.09,72.51,75.4,164481342.42
2022-06-11,75.19,75.21,70.98,72.26,198791412.55
2022-06-12,72.29,74.33,69.13,69.46,126485379.4
2022-06-13,69.62,71.58,65.57,67.98,77306181.96
2022-06-14,67.21,68.43,65.59,65.93,117180791.25
2022-06-15,65.63,66.46,62.36,63.52,146126005.04
2022-06-16,62.93,64.59,57.61,59.78,107962619.63
2022-06-17,59.61,59.74,58.46,58.58,67685368.61
2022-06-18,58.56,59.86,58.21,59.28,54148790.2
2022-06-19,58.69,62.4,57.24,61.07,124063141.65
2022-06-20,61.31,65.4,59.26,62.99,54830660.31
2022-06-21,62.64,62.81,59.77,61.32,103987353.15
2022-06-22,61.28,61.61,59.49,59.69,134737754.35
2022-06-23,60.05,60.34,59.62,60.1,51925484.45
2022-06-24,59.98,61.45,59.49,60.9,65653207.31
2022-06-25,60.69,63.93,59.68,63.33,106965227.69
2022-06-26,62.97,64.61,58.43,60.95,142069049.6
2022-06-27,60.68,65.7,58.53,64.58,124805802.02
2022-06-28,64.02,65.62,63.02,64.72,51764962.03
2022-06-29,64.42,65.53,63.06,64.64,62621102.22
2022-06-30,64.99,67.5,63.47,63.9,94815350.94
2022-07-01,64.41,65.07,61.48,62.62,80391616.78
2022-07-02,62.67,67.57,61.34,65.95,74073504.06
2022-07-03,66.26,68.25,65.71,67.38,51008250.73
2022-07-04,66.99,68.1,66.05,66.37,88273037.43
2022-07-05,66.09,68.39,65.58,65.93,63147991.38
2022-07-06,65.79,69.52,63.14,67.48,96906432.14
2022-07-07,67.57,73.76,65.99,72.39,146854911.49
2022-07-08,72.35,73.63,70.72,72.76,58149264.09
2022-07-09,72.46,74.89,70.56,71.06,81205307.11
2022-07-10,71.08,73.19,70.9,72.41,149302111.59
2022-07-11,72.79,76.61,70.52,73.61,62421849.38
2022-07-12,73.46,74.06,68.9,70.37,229871818.64
2022-07-13,70.15,75.62,69.75,73.12,243584189.34
2022-07-14,72.61,77.18,72.06,75.09,135390624.15
2022-07-15,75.55,78.69,72.72,78.59,234543282.61
2022-07-16,79.12,83.86,76.51,83.35,337000219.51
2022-07-17,83.9,87.39,83.73,85.48,112426418.89
2022-07-18,85.32,85.54,82.48,84.2,111331185.31
2022-07-19,84.98,87.67,80.45,81.77,197739760.58
2022-07-20,81.74,88.87,81.1,88.01,341607289.53
2022-07-21,88.11,90.72,86.23,87.21,86529596.14
2022-07-22,87.07,88.24,85.04,86.74,120082224.42
2022-07-23,86.79,88.15,86.29,86.52,98727429.16
2022-07-24,86.32,90.51,82.69,87.03,74071269.64
2022-07-25,86.38,87.47,86.04,86.84,128369665.34
2022-07-26,86.75,88.14,83.73,85.96,60549782.52
2022-07-27,86.47,88.72,84.87,85.59,72690180.46
2022-07-28,85.65,88.42,85.61,86.63,59841627.91
2022-07-29,86.36,89.17,85.27,86.44,66115110.02
2022-07-30,86.76,88.74,83.61,86.13,114118643.72
2022-07-31,86.73,88.66,86.45,87.88,71913507.02
2022-08-01,87.37,88.91,84.33,88.51,122551580.92
2022-08-02,88.72,96.09,86.08,93.16,290948548.24
2022-08-03,93.46,93.96,86.1,87.22,235740349.5
2022-08-04,87.42,91.81,84.63,91.65,142458795.97
2022-08-05,91.41,97.52,87.6,95.47,144092192.33
2022-08-06,95.15,96.75,89.55,90.6,318732756.57
2022-08-07,90.04,91.74,88.59,91.4,130917597.08
2022-08-08,91.71,93.39,89.85,92.1,79394829.66
2022-08-09,91.63,93.34,87.69,90.42,86526645.1
2022-08-10,89.95,92.1,85.8,90.87,63708666.62
2022-08-11,90.85,94.42,88.08,90.63,65912242.78
2022-08-12,90.85,98.12,90.63,97.39,177854506.33
2022-08-13,98.05,100.82,97.81,100.56,171409777.29
2022-08-14,100.38,104.14,100.02,103.93,252730415.22
2022-08-15,104.63,107.37,101.81,105.14,105685995.56
2022-08-16,104.47,105.37,100.03,100.16,195131479.44
2022-08-17,100.77,105.64,97.33,98.14,185302212.7
2022-08-18,98.26,103.18,94.13,99.07,118142182.89
2022-08-19,98.98,100.98,93.08,95.4,165510358.4
2022-08-20,95.47,99.08,93.74,97.37,108233800.32
2022-08-21,97.44,100.66,95.19,96.29,62719199.5
2022-08-22,96.24,98.64,93.41,95.08,136348858.9
2022-08-23,95.77,97.06,93.6,96.67,75853665.36
2022-08-24,95.99,98.64,93.59,97.01,64742646.64
2022-08-25,96.89,98.34,93.38,95.15,92302221.79
2022-08-26,95.36,99.14,92.77,97.36,193421167.57
2022-08-27,97.17,100.46,90.15,93.4,130136957.92
2022-08-28,93.55,94.78,92.81,94.5,138678623.86
2022-08-29,94.38,98.03,92.49,95.08,88896003.76
2022-08-30,94.77,96.97,91.38,93.21,97732358.87
2022-08-31,93.55,94.5,91.64,93.25,80066161.62
2022-09-01,93.31,96.16,88.85,89.53,173798119.35
2022-09-02,89.44,93.74,85.7,91.73,146099828.99
2022-09-03,91.45,93.31,87.19,90.61,112610144.04
2022-09-04,91.4,94.19,87.09,88.94,101677715.37
2022-09-05,88.28,91.2,86.58,91.16,125035216.05
2022-09-06,90.76,91.91,88.27,88.64,214670011.48
2022-09-07,89.14,92.73,83.57,85.26,267358598.53
2022-09-08,84.76,85.75,82.52,82.53,143841346.1
2022-09-09,83.47,86.68,80.74,85.02,95179350.47
2022-09-10,84.45,85.37,80.23,82.69,184828474.17
2022-09-11,82.86,88.08,80.36,87.34,267783522.43
2022-09-12,86.71,88.47,81.32,82.32,351134882.29
2022-09-13,82.3,88.16,80.57,86.67,320730968.89
2022-09-14,87.43,89.8,84.45,86.44,75684913.92
2022-09-15,86.27,87.0,82.77,85.49,85768285.45
2022-09-16,86.43,88.81,83.28,83.85,146757244.28
2022-09-17,84.08,85.73,83.26,84.59,118969662.92
2022-09-18,84.45,86.47,82.54,84.09,80890374.01
2022-09-19,83.6,86.32,80.5,86.06,187342982.0
2022-09-20,85.66,87.99,84.8,85.22,103744285.96
2022-09-21,85.31,86.94,82.85,84.62,116783601.35
2022-09-22,84.12,87.41,81.72,83.02,141437741.73
2022-09-23,82.69,83.44,81.61,82.45,65472208.13
2022-09-24,81.93,82.72,80.08,82.71,136875117.56
2022-09-25,82.19,82.48,77.26,78.71,231713253.88
2022-09-26,78.12,78.68,75.47,76.63,174976149.86
2022-09-27,77.0,81.57,75.95,79.14,198957125.82
2022-09-28,79.34,80.28,77.07,79.71,120025731.93
2022-09-29,79.93,82.07,79.19,79.3,64117400.89
2022-09-30,80.04,80.09,76.48,79.32,55709789.42
2022-10-01,79.71,80.18,78.66,80.15,131074333.18
2022-10-02,79.34,80.99,78.71,78.95,106431441.19
2022-10-03,79.78,81.92,76.27,77.63,102687624.82
2022-10-04,77.68,80.58,77.17,78.59,160480053.93
2022-10-05,78.54,78.75,75.19,76.96,103037856.91
2022-10-06,75.77,81.27,75.28,78.49,187585521.54
2022-10-07,78.54,78.8,74.28,75.47,266592086.59
2022-10-08,75.69,79.09,72.93,78.6,111759808.65
2022-10-09,78.45,80.87,75.91,79.73,90174769.83
2022-10-10,80.04,82.94,79.62,80.07,104157186.33
2022-10-11,79.68,82.17,78.31,81.76,100002328.94
2022-10-12,81.6,86.22,78.63,84.38,249605443.69
2022-10-13,84.49,87.78,82.83,84.84,78222057.3
2022-10-14,83.45,85.34,76.02,79.28,310135972.74
2022-10-15,78.96,79.79,75.43,76.66,177059295.9
2022-10-16,76.63,77.31,75.87,76.09,71252394.18
2022-10-17,76.64,78.14,75.96,76.91,82275389.77
2022-10-18,76.89,79.68,75.64,78.44,114762630.25
2022-10-19,78.38,80.92,76.07,77.07,95725098.84
2022-10-20,77.68,78.29,76.2,77.86,42746059.82
2022-10-21,77.76,79.72,75.71,76.57,129177824.72
2022-10-22,76.44,78.12,75.26,75.94,115746189.55
2022-10-23,76.1,78.07,73.72,73.99,108734994.85
2022-10-24,74.24,75.68,72.82,73.53,125439844.95
2022-10-25,73.45,76.44,71.6,72.4,138911596.43
2022-10-26,72.42,72.85,72.07,72.28,63300155.85
2022-10-27,72.82,77.75,71.53,75.94,114431570.91
2022-10-28,75.87,77.17,73.86,74.75,155861957.77
2022-10-29,74.42,81.85,74.12,80.83,430664554.84
2022-10-30,80.85,82.74,78.52,80.92,111934554.12
2022-10-31,80.4,82.05,78.64,78.79,76748075.66
2022-11-01,78.52,80.07,74.6,74.89,176817031.81
2022-11-02,75.04,75.79,74.17,74.69,88317406.77
2022-11-03,74.49,76.45,70.57,71.77,193728042.39
2022-11-04,71.82,72.28,70.06,70.59,104246315.9
2022-11-05,70.48,76.53,70.42,73.71,269214251.99
2022-11-06,73.63,74.6,70.23,70.67,129441819.95
2022-11-07,71.1,73.94,68.26,70.36,69908560.44
2022-11-08,70.57,72.07,66.18,66.56,87907467.18
2022-11-09,66.81,68.64,64.99,65.24,127515552.39
2022-11-10,65.19,67.69,64.45,67.07,52684516.46
2022-11-11,66.99,67.79,62.39,64.17,161489818.43
2022-11-12,63.86,66.46,63.28,65.9,65472039.18
2022-11-13,65.6,66.71,64.74,65.07,67377302.08
2022-11-14,65.26,66.64,61.17,62.25,117527826.98
2022-11-15,62.29,62.71,61.05,61.96,73071129.17
2022-11-16,62.23,63.89,59.85,62.07,69268309.76
2022-11-17,62.1,64.42,59.0,61.38,73182357.32
2022-11-18,61.1,62.2,56.45,57.45,93523066.08
2022-11-19,57.3,57.34,55.04,55.81,97668581.5
2022-11-20,55.53,57.01,53.3,55.16,40895885.51
2022-11-21,55.11,56.3,53.72,54.75,56933122.84
2022-11-22,54.8,55.5,53.91,55.22,66746762.26
2022-11-23,55.83,56.93,54.96,55.4,50942892.98
2022-11-24,55.73,56.23,51.32,53.46,128912879.67
2022-11-25,53.22,55.84,51.07,54.43,79446611.16
2022-11-26,54.62,56.77,54.2,55.44,63895266.41
2022-11-27,55.67,58.67,54.64,56.09,34185221.39
2022-11-28,55.98,58.07,54.0,57.29,81162316.97
2022-11-29,57.13,58.69,56.36,57.78,56722089.97
2022-11-30,58.16,59.88,56.82,57.59,64349917.8
2022-12-01,57.32,59.56,54.97,56.7,69768932.96
2022-12-02,56.43,56.49,52.52,53.9,130689992.34
2022-12-03,53.72,55.21,51.76,54.81,73516047.98
2022-12-04,54.75,55.26,54.68,55.16,70782918.95
2022-12-05,54.71,57.03,54.36,55.48,48472385.61
2022-12-06,55.5,56.03,53.14,53.6,124585908.25
2022-12-07,53.52,53.68,51.98,52.58,114261528.7
2022-12-08,52.9,56.25,52.88,54.71,106610412.28
2022-12-09,54.93,55.95,54.17,54.75,48907424.98
2022-12-10,54.78,57.72,54.59,55.76,74098260.5
2022-12-11,55.07,56.43,54.55,55.57,40613615.4
2022-12-12,55.11,57.1,53.78,55.44,46830162.93
2022-12-13,55.51,58.17,55.42,56.62,60076567.75
2022-12-14,56.88,58.08,54.34,55.41,115099194.85
2022-12-15,55.18,56.06,54.01,55.42,63114920.73
2022-12-16,55.46,56.27,53.2,54.66,59141988.65
2022-12-17,54.78,56.39,53.8,54.17,89485497.02
2022-12-18,54.39,55.36,53.64,54.0,47416438.31
2022-12-19,54.25,55.39,53.86,54.6,52202800.39
2022-12-20,54.49,56.07,52.75,54.07,59440954.85
2022-12-21,53.88,56.87,52.57,56.08,75914421.97
2022-12-22,56.06,58.24,53.76,54.52,104682142.58
2022-12-23,54.94,56.29,53.09,54.41,38484189.8
2022-12-24,54.43,55.08,53.66,53.99,31148150.65
2022-12-25,54.01,57.63,51.61,56.29,115982246.88
2022-12-26,56.17,56.8,55.21,56.18,67577657.57
2022-12-27,56.35,57.65,55.17,57.28,67153015.3
2022-12-28,57.2,57.57,54.24,54.52,158198419.6
2022-12-29,54.74,55.19,53.2,55.03,31071819.79
2022-12-30,54.87,58.49,52.96,56.26,118590057.12
2022-12-31,56.27,56.54,54.77,55.99,33749054.04
2023-01-01,56.22,59.11,54.8,58.01,51323596.95
2023-01-02,58.2,58.75,56.79,57.4,84951495.44
2023-01-03,57.4,60.76,56.42,60.05,89258292.8
2023-01-04,59.95,63.72,59.21,63.63,191046401.68
2023-01-05,63.34,63.46,61.52,62.27,38686931.34
2023-01-06,62.45,63.64,60.36,61.46,87481631.94
2023-01-07,61.67,65.14,60.59,64.14,148527136.07
2023-01-08,64.33,68.33,61.96,66.57,69319074.22
2023-01-09,66.42,66.78,63.76,65.11,55894256.73
2023-01-10,64.97,66.08,63.81,64.54,79894932.27
2023-01-11,64.88,64.91,64.39,64.64,38790506.47
2023-01-12,64.61,66.22,62.78,63.28,107896937.54
2023-01-13,63.59,64.49,61.63,63.28,31567391.89
2023-01-14,62.91,64.49,62.1,63.42,60604027.2
2023-01-15,63.42,64.18,61.51,64.16,79755299.42
2023-01-16,63.84,67.37,63.52,66.18,92945953.38
2023-01-17,65.99,70.03,64.86,68.38,99180229.58
2023-01-18,68.54,73.37,67.51,72.62,260379147.53
2023-01-19,72.7,76.04,68.75,71.37,76746256.57
2023-01-20,71.09,74.57,70.49,74.42,270069983.47
2023-01-21,73.5,75.46,72.52,74.68,165890679.12
2023-01-22,74.47,76.36,71.34,75.51,125876084.28
2023-01-23,75.38,79.54,74.32,77.81,220927668.77
2023-01-24,78.1,78.96,73.86,76.31,183684922.99
2023-01-25,76.33,78.57,76.12,78.5,193746044.45
2023-01-26,78.51,81.44,78.28,79.98,117956359.39
2023-01-27,79.05,83.62,76.66,82.05,124112587.06
2023-01-28,82.27,86.22,80.65,83.47,75410306.96
2023-01-29,84.23,90.58,81.85,88.63,187506805.11
2023-01-30,88.27,90.22,82.37,85.65,215965744.45
2023-01-31,85.72,88.41,83.14,83.95,125998367.32
2023-02-01,84.08,87.66,82.32,82.68,171416512.12
2023-02-02,82.96,83.39,81.47,82.05,99451537.42
2023-02-03,81.71,82.37,80.27,81.53,76893332.03
2023-02-04,81.37,87.0,79.05,85.07,258129998.4
2023-02-05,84.79,88.59,83.87,88.24,251762045.42
2023-02-06,88.45,88.59,85.94,86.24,206135685.06
2023-02-07,86.4,88.21,82.15,84.41,106669333.12
2023-02-08,83.73,87.32,80.8,86.01,79753043.59
2023-02-09,86.28,86.47,82.94,85.05,84879798.33
2023-02-10,84.16,89.98,82.09,87.02,215238585.73
2023-02-11,87.51,88.67,85.42,87.59,96690505.38
2023-02-12,87.36,88.16,83.16,84.38,238197500.59
2023-02-13,85.23,92.99,84.78,88.86,144514598.34
2023-02-14,89.11,96.14,85.65,92.81,178259835.54
2023-02-15,92.12,92.67,88.72,90.2,79837836.76
2023-02-16,90.04,91.84,85.29,87.79,89581523.97
2023-02-17,87.71,88.3,84.89,87.35,73961482.68
2023-02-18,87.95,89.11,84.93,86.88,56282122.26
2023-02-19,86.96,89.0,85.86,87.0,114388496.96
2023-02-20,86.58,90.1,82.8,89.81,166018918.15
2023-02-21,89.0,89.21,86.69,86.69,147134501.0
2023-02-22,86.92,89.21,79.02,83.01,170117874.27
2023-02-23,82.89,83.52,77.37,79.14,305469669.75
2023-02-24,79.02,79.97,73.92,77.55,109147610.03
2023-02-25,77.68,77.96,76.84,77.57,62352720.28
2023-02-26,77.93,82.61,74.36,80.97,104204965.48
2023-02-27,81.22,81.99,76.76,78.52,245110241.62
2023-02-28,77.11,81.31,73.68,78.05,116675452.4
2023-03-01,77.73,78.89,75.31,77.03,80275858.85
2023-03-02,76.41,79.71,76.01,78.42,155976932.1
2023-03-03,78.33,82.63,77.62,81.87,266057677.49
2023-03-04,81.74,83.22,76.77,77.93,180846624.15
2023-03-05,77.89,78.34,74.33,75.14,264583460.94
2023-03-06,75.68,78.52,73.89,75.88,84600224.39
2023-03-07,75.68,76.54,72.78,75.49,74776883.79
2023-03-08,75.69,77.56,73.66,77.21,189946442.57
2023-03-09,77.06,79.43,75.16,75.77,184661312.76
2023-03-10,75.38,76.0,72.37,72.82,105651472.6
2023-03-11,72.69,74.91,70.47,73.24,55704284.34
2023-03-12,72.76,76.37,70.99,74.56,188471306.88
2023-03-13,74.96,75.4,73.69,75.01,87279020.53
2023-03-14,74.46,76.21,72.98,74.81,51450122.61
2023-03-15,74.49,76.29,72.86,75.78,184062697.54
2023-03-16,75.19,76.96,73.47,76.73,113826754.03
2023-03-17,76.22,78.61,73.3,77.88,106460507.51
2023-03-18,77.77,78.5,76.2,77.34,88817279.01
2023-03-19,76.96,78.96,73.66,75.46,188179065.26
2023-03-20,75.31,76.79,72.93,74.83,131926143.94
2023-03-21,74.28,77.19,74.15,76.47,183767981.09
2023-03-22,76.31,76.41,73.41,73.88,226163387.06
2023-03-23,72.91,77.89,72.19,74.35,95160365.28
2023-03-24,74.16,74.52,72.55,73.35,152624333.01
2023-03-25,73.6,73.74,72.87,73.49,84618629.89
2023-03-26,73.44,76.11,72.21,75.99,202130544.33
2023-03-27,75.46,76.09,74.06,75.78,55214773.64
2023-03-28,76.19,78.06,74.18,75.43,133400261.51
2023-03-29,75.79,78.05,70.9,72.65,111858745.53
2023-03-30,72.44,76.86,72.05,74.67,119792971.59
2023-03-31,73.69,76.02,70.59,75.99,142524762.39
2023-04-01,75.5,82.01,73.39,79.98,353757776.06
2023-04-02,80.19,82.05,77.13,78.0,99755159.2
2023-04-03,77.95,79.31,75.25,77.73,81136433.75
2023-04-04,77.49,78.48,76.42,77.67,76957884.06
2023-04-05,77.73,83.32,74.94,80.33,92712929.92
2023-04-06,80.62,82.27,77.28,78.95,111461577.7
2023-04-07,78.97,80.21,78.38,78.8,43311643.9
2023-04-08,78.49,79.76,74.65,79.42,118901139.99
2023-04-09,79.11,82.14,77.94,79.09,84767708.39
2023-04-10,79.27,80.42,77.17,77.7,118887061.17
2023-04-11,77.53,78.05,76.83,78.05,67039311.53
2023-04-12,77.8,80.52,76.71,80.11,220170100.57
2023-04-13,80.45,80.61,76.74,77.48,237172196.06
2023-04-14,77.66,79.44,77.54,77.99,130275719.12
2023-04-15,78.5,78.87,75.18,76.8,110650053.74
2023-04-16,76.29,81.6,75.47,79.02,169400380.38
2023-04-17,79.86,81.73,72.97,75.17,234523747.31
2023-04-18,75.72,75.78,73.6,74.23,133428526.06
2023-04-19,73.96,77.15,70.49,75.18,121918586.82
2023-04-20,75.26,78.69,72.76,78.0,254462777.77
2023-04-21,77.9,79.97,74.0,76.7,155896361.62
2023-04-22,76.53,77.38,74.48,74.74,100363945.28
2023-04-23,74.78,78.92,73.27,77.87,111524118.53
2023-04-24,77.98,79.68,72.12,73.6,314088839.18
2023-04-25,73.13,74.73,68.41,69.31,141930438.72
2023-04-26,68.79,71.11,68.52,70.86,231879772.74
2023-04-27,71.2,71.58,69.09,70.16,130213665.35
2023-04-28,69.66,69.88,68.56,68.66,53071483.81
2023-04-29,68.89,71.94,66.37,70.48,202194331.36
2023-04-30,70.51,72.93,68.64,70.83,50099195.17
2023-05-01,70.34,72.04,66.81,69.52,41128569.81
2023-05-02,69.44,70.65,67.11,67.28,79965889.41
2023-05-03,67.61,71.21,67.03,69.27,84660136.58
2023-05-04,69.25,72.36,66.69,70.17,128864929.78
2023-05-05,69.73,70.1,66.61,69.37,34407476.33
2023-05-06,69.44,74.5,66.95,72.12,133880389.68
2023-05-07,72.08,73.52,66.97,68.76,79530659.46
2023-05-08,68.65,71.5,63.85,65.64,122826484.89
2023-05-09,65.82,66.92,63.37,64.76,67868151.98
2023-05-10,65.1,65.24,62.8,65.07,43975600.57
2023-05-11,65.4,66.08,64.53,65.65,71745165.26
2023-05-12,65.52,66.5,63.09,65.14,70526508.48
2023-05-13,65.22,66.47,64.82,65.63,51298237.9
2023-05-14,65.39,68.08,61.54,63.27,92696616.94
2023-05-15,63.5,67.29,62.17,65.85,107692681.87
2023-05-16,66.0,67.28,65.05,65.36,79244019.16
2023-05-17,65.21,70.24,63.93,66.97,58666300.59
2023-05-18,66.77,67.77,65.84,66.78,58436088.32
2023-05-19,66.53,67.2,65.92,66.81,52881824.88
2023-05-20,67.2,68.32,65.52,66.99,71732684.61
2023-05-21,67.66,68.51,66.42,66.88,52960736.34
2023-05-22,66.82,68.58,66.67,67.09,54624988.09
2023-05-23,67.09,69.36,65.82,68.38,108252205.02
